status,bed,bath,acre_lot,city,state,zip_code,house_size,prev_sold_date,price
for_sale,,,0.37,Aguada,Puerto Rico,602.0,,,95000.0
for_sale,,,0.23,Rincon,Puerto Rico,602.0,,,329000.0
for_sale,,,0.68,Aguada,Puerto Rico,602.0,,,130000.0
for_sale,,,0.25,Aguada,Puerto Rico,602.0,,,94770.0
for_sale,,,0.38,Aguada,Puerto Rico,602.0,,,150000.0
for_sale,,,0.4,Aguada,Puerto Rico,602.0,,,165000.0
for_sale,3.0,2.0,0.22,Aguadilla,Puerto Rico,603.0,2070.0,,215000.0
for_sale,3.0,2.0,0.05,Aguadilla,Puerto Rico,603.0,1184.0,,63000.0
for_sale,3.0,2.0,0.22,Aguadilla,Puerto Rico,603.0,1900.0,,215000.0
for_sale,3.0,1.0,0.2,Aguadilla,Puerto Rico,603.0,980.0,,115000.0
for_sale,4.0,2.0,0.89,Aguadilla,Puerto Rico,603.0,1408.0,,99000.0
for_sale,5.0,5.0,0.62,Aguadilla,Puerto Rico,603.0,8460.0,,850000.0
for_sale,3.0,2.0,0.11,Aguadilla,Puerto Rico,603.0,1116.0,,140000.0
for_sale,4.0,3.0,0.26,Aguadilla,Puerto Rico,603.0,3734.0,,499000.0
for_sale,3.0,2.0,0.17,Aguadilla,Puerto Rico,603.0,1500.0,,180000.0
for_sale,6.0,3.0,0.49,Aguadilla,Puerto Rico,603.0,2618.0,,225900.0
for_sale,4.0,2.0,0.12,Aguadilla,Puerto Rico,603.0,1760.0,,260000.0
for_sale,,,0.13,Aguadilla,Puerto Rico,603.0,,,31179.0
for_sale,4.0,3.0,0.33,Aguadilla,Puerto Rico,603.0,2950.0,,500000.0
for_sale,3.0,2.0,0.21,Aguada,Puerto Rico,603.0,1565.0,,225000.0
for_sale,,,0.25,Aguadilla,Puerto Rico,603.0,,,28000.0
for_sale,4.0,2.0,0.95,Aguadilla,Puerto Rico,603.0,3468.0,,425000.0
for_sale,4.0,2.0,10.76,Aguadilla,Puerto Rico,603.0,547.0,,300000.0
for_sale,,,0.19,Aguadilla,Puerto Rico,603.0,,,75000.0
for_sale,3.0,2.0,0.15,Aguadilla,Puerto Rico,603.0,2280.0,,290000.0
for_sale,3.0,4.0,0.2,Aguadilla,Puerto Rico,603.0,4020.0,,550000.0
for_sale,6.0,2.0,0.18,Aguadilla,Puerto Rico,603.0,2035.0,,234900.0
for_sale,,,0.18,Aguadilla,Puerto Rico,603.0,,,44720.0
for_sale,,,0.4,Aguadilla,Puerto Rico,603.0,,,35000.0
for_sale,,,0.4,Aguadilla,Puerto Rico,603.0,,,75000.0
for_sale,,,0.42,Aguadilla,Puerto Rico,603.0,,,37000.0
for_sale,,,0.22,Aguadilla,Puerto Rico,603.0,,,37359.0
for_sale,,,2.43,Aguadilla,Puerto Rico,603.0,,,739500.0
for_sale,,,0.28,Aguadilla,Puerto Rico,603.0,,,65000.0
for_sale,,,0.33,Aguadilla,Puerto Rico,603.0,,,56406.0
for_sale,5.0,3.0,0.52,Aguadilla,Puerto Rico,603.0,3267.0,,620000.0
for_sale,8.0,3.0,0.19,Aguadilla,Puerto Rico,603.0,3700.0,,649900.0
for_sale,,,0.26,Aguadilla,Puerto Rico,603.0,,,44995.0
for_sale,,,0.22,Aguadilla,Puerto Rico,603.0,,,37779.0
for_sale,,,0.35,Aguadilla,Puerto Rico,603.0,,,60123.0
for_sale,,,0.23,Aguadilla,Puerto Rico,603.0,,,38279.0
for_sale,,,11.0,Aguada,Puerto Rico,603.0,,,199900.0
for_sale,,,0.22,Aguadilla,Puerto Rico,603.0,,,125000.0
for_sale,,,0.49,Aguadilla,Puerto Rico,603.0,,,200000.0
for_sale,,,0.2,Aguadilla,Puerto Rico,603.0,,,150000.0
for_sale,,,247.57,Isabela,Puerto Rico,603.0,,,8000000.0
for_sale,,,5.0,Aguadilla,Puerto Rico,603.0,,,1000000.0
for_sale,,,1.89,Aguadilla,Puerto Rico,603.0,,,695000.0
for_sale,5.0,2.0,4.55,Maricao,Puerto Rico,606.0,2156.0,,98000.0
for_sale,5.0,2.0,5.14,Maricao,Puerto Rico,606.0,2156.0,,55000.0
for_sale,5.0,2.0,4.86,Maricao,Puerto Rico,606.0,1563.0,,75000.0
for_sale,3.0,1.0,0.35,Maricao,Puerto Rico,606.0,915.0,,80000.0
for_sale,,,12.25,Maricao,Puerto Rico,606.0,,,160000.0
for_sale,3.0,1.0,,Mayaguez,Puerto Rico,680.0,982.0,,46900.0
for_sale,8.0,5.0,0.09,Hormigueros,Puerto Rico,660.0,2000.0,,125000.0
for_sale,2.0,2.0,0.15,Guanica,Puerto Rico,653.0,1393.0,,95000.0
for_sale,3.0,2.0,0.08,Ponce,Puerto Rico,728.0,1500.0,,105000.0
for_sale,3.0,2.0,1.75,Cabo Rojo,Puerto Rico,623.0,1620.0,,330000.0
for_sale,3.0,2.0,0.09,Mayaguez,Puerto Rico,680.0,1760.0,,115000.0
for_sale,2.0,1.0,4.74,Cabo Rojo,Puerto Rico,623.0,1000.0,,285000.0
for_sale,5.0,3.0,7.46,Las Marias,Puerto Rico,670.0,5403.0,,300000.0
for_sale,3.0,2.0,0.1,Lares,Puerto Rico,669.0,4161.0,,155000.0
for_sale,7.0,4.0,0.11,Mayaguez,Puerto Rico,680.0,2200.0,,215000.0
for_sale,3.0,2.0,,Cabo Rojo,Puerto Rico,623.0,1205.0,,115000.0
for_sale,3.0,2.0,0.14,Mayaguez,Puerto Rico,680.0,1200.0,,140000.0
for_sale,3.0,1.0,0.04,Mayaguez,Puerto Rico,682.0,,,87000.0
for_sale,4.0,2.0,0.08,Cabo Rojo,Puerto Rico,623.0,3052.0,,250000.0
for_sale,3.0,1.0,0.08,San German,Puerto Rico,683.0,894.0,,70000.0
for_sale,5.0,5.0,0.08,Mayaguez,Puerto Rico,680.0,1600.0,,190000.0
for_sale,3.0,2.0,0.05,Yauco,Puerto Rico,698.0,1118.0,,122500.0
for_sale,3.0,2.0,3.88,San Sebastian,Puerto Rico,685.0,4000.0,,575000.0
for_sale,4.0,4.0,0.22,Mayaguez,Puerto Rico,680.0,3450.0,,235000.0
for_sale,3.0,1.0,0.07,San German,Puerto Rico,683.0,363.0,,150000.0
for_sale,12.0,6.0,0.52,Cabo Rojo,Puerto Rico,623.0,4800.0,,750000.0
for_sale,,1.0,,Mayaguez,Puerto Rico,682.0,390.0,,125000.0
for_sale,9.0,8.0,0.17,Rincon,Puerto Rico,677.0,3852.0,,950000.0
for_sale,5.0,4.0,1.8,Aguada,Puerto Rico,677.0,6000.0,,1200000.0
for_sale,4.0,3.0,0.4,Lajas,Puerto Rico,667.0,6500.0,,495000.0
for_sale,3.0,1.0,0.19,Mayaguez,Puerto Rico,682.0,778.0,,90000.0
for_sale,3.0,2.0,0.25,Cabo Rojo,Puerto Rico,623.0,2800.0,,395000.0
for_sale,1.0,1.0,,Mayaguez,Puerto Rico,680.0,471.0,,82000.0
for_sale,2.0,2.0,,Cabo Rojo,Puerto Rico,623.0,1356.0,,389000.0
for_sale,9.0,7.0,0.46,Mayaguez,Puerto Rico,680.0,3709.0,,650000.0
for_sale,,,0.2,Cabo Rojo,Puerto Rico,623.0,,,45000.0
for_sale,,,0.26,Cabo Rojo,Puerto Rico,623.0,,,65000.0
for_sale,,,0.49,Cabo Rojo,Puerto Rico,623.0,,,80000.0
for_sale,,,2.82,Cabo Rojo,Puerto Rico,623.0,,,120000.0
for_sale,,,0.28,Cabo Rojo,Puerto Rico,623.0,,,70000.0
for_sale,,,0.99,Moca,Puerto Rico,676.0,43082.0,,400000.0
for_sale,,,20.4,Hormigueros,Puerto Rico,660.0,,,391000.0
for_sale,,,14.34,Cabo Rojo,Puerto Rico,623.0,,,160000.0
for_sale,,,16.22,Cabo Rojo,Puerto Rico,623.0,,,290000.0
for_sale,,,17.97,Hormigueros,Puerto Rico,660.0,,,835000.0
for_sale,,,0.44,Mayaguez,Puerto Rico,680.0,,,159000.0
for_sale,,,0.25,Anasco,Puerto Rico,610.0,,,79000.0
for_sale,3.0,2.0,0.15,Anasco,Puerto Rico,610.0,1687.0,,149900.0
for_sale,6.0,3.0,0.25,Anasco,Puerto Rico,610.0,1230.0,,140000.0
for_sale,2.0,1.0,0.13,Anasco,Puerto Rico,610.0,826.0,,106000.0
for_sale,5.0,3.0,0.11,Anasco,Puerto Rico,610.0,2327.0,,165000.0
for_sale,8.0,6.0,0.13,Anasco,Puerto Rico,610.0,,,499000.0
for_sale,,,0.25,Anasco,Puerto Rico,610.0,,,79000.0
for_sale,,,0.37,Anasco,Puerto Rico,610.0,,,140000.0
for_sale,3.0,1.0,,Mayaguez,Puerto Rico,680.0,982.0,,46900.0
for_sale,3.0,2.0,13.39,Isabela,Puerto Rico,662.0,1106.0,,89000.0
for_sale,3.0,2.0,0.1,Lares,Puerto Rico,669.0,4161.0,,155000.0
for_sale,8.0,5.0,0.09,Hormigueros,Puerto Rico,660.0,2000.0,,125000.0
for_sale,3.0,2.0,0.14,Mayaguez,Puerto Rico,680.0,1200.0,,140000.0
for_sale,3.0,2.0,0.09,Mayaguez,Puerto Rico,680.0,1760.0,,115000.0
for_sale,4.0,2.0,0.04,Manati,Puerto Rico,676.0,1080.0,,75000.0
for_sale,3.0,1.0,0.08,San German,Puerto Rico,683.0,894.0,,70000.0
for_sale,3.0,2.0,0.11,Aguadilla,Puerto Rico,603.0,1116.0,,140000.0
for_sale,6.0,3.0,0.1,Moca,Puerto Rico,676.0,3000.0,,165000.0
for_sale,5.0,5.0,0.08,Mayaguez,Puerto Rico,680.0,1600.0,,190000.0
for_sale,7.0,4.0,0.11,Mayaguez,Puerto Rico,680.0,2200.0,,215000.0
for_sale,3.0,1.0,0.04,Mayaguez,Puerto Rico,682.0,,,87000.0
for_sale,4.0,7.0,0.76,Isabela,Puerto Rico,662.0,4000.0,,450000.0
for_sale,4.0,4.0,0.22,Mayaguez,Puerto Rico,680.0,3450.0,,235000.0
for_sale,3.0,2.0,3.88,San Sebastian,Puerto Rico,685.0,4000.0,,575000.0
for_sale,5.0,3.0,7.46,Las Marias,Puerto Rico,670.0,5403.0,,300000.0
for_sale,3.0,2.0,1.13,Moca,Puerto Rico,676.0,1928.0,,305000.0
for_sale,2.0,1.0,,Aguada,Puerto Rico,602.0,813.0,,160000.0
for_sale,3.0,2.0,0.21,Aguada,Puerto Rico,603.0,1565.0,,225000.0
for_sale,3.0,2.0,0.69,Isabela,Puerto Rico,662.0,2505.0,,469000.0
for_sale,4.0,3.0,0.21,Isabela,Puerto Rico,662.0,3066.0,,485000.0
for_sale,3.0,1.0,0.19,Mayaguez,Puerto Rico,682.0,778.0,,90000.0
for_sale,4.0,4.0,4.84,San Sebastian,Puerto Rico,685.0,3690.0,,475000.0
for_sale,5.0,3.0,0.52,Aguadilla,Puerto Rico,603.0,3267.0,,620000.0
for_sale,4.0,2.0,0.12,Aguadilla,Puerto Rico,603.0,1760.0,,260000.0
for_sale,1.0,1.0,,Mayaguez,Puerto Rico,680.0,471.0,,82000.0
for_sale,,1.0,,Mayaguez,Puerto Rico,682.0,390.0,,125000.0
for_sale,4.0,2.0,0.1,Aguada,Puerto Rico,602.0,1955.0,,339000.0
for_sale,6.0,3.0,0.97,Isabela,Puerto Rico,662.0,10000.0,,1800000.0
for_sale,6.0,4.0,16.0,Isabela,Puerto Rico,662.0,3739.0,,975000.0
for_sale,5.0,4.0,1.8,Aguada,Puerto Rico,677.0,6000.0,,1200000.0
for_sale,9.0,8.0,0.17,Rincon,Puerto Rico,677.0,3852.0,,950000.0
for_sale,2.0,2.0,,Cabo Rojo,Puerto Rico,623.0,1356.0,,389000.0
for_sale,9.0,7.0,0.46,Mayaguez,Puerto Rico,680.0,3709.0,,650000.0
for_sale,,,0.99,Moca,Puerto Rico,676.0,43082.0,,400000.0
for_sale,4.0,2.0,0.49,Rincon,Puerto Rico,677.0,2450.0,,950000.0
for_sale,,,14.34,Cabo Rojo,Puerto Rico,623.0,,,160000.0
for_sale,3.0,2.0,,Rincon,Puerto Rico,677.0,1688.0,,349000.0
for_sale,,,20.4,Hormigueros,Puerto Rico,660.0,,,391000.0
for_sale,,,0.44,Mayaguez,Puerto Rico,680.0,,,159000.0
for_sale,,,17.97,Hormigueros,Puerto Rico,660.0,,,835000.0
for_sale,3.0,1.0,,Arecibo,Puerto Rico,612.0,878.0,,39900.0
for_sale,3.0,1.0,,Arecibo,Puerto Rico,612.0,878.0,,29900.0
for_sale,1.0,3.0,0.13,Arecibo,Puerto Rico,612.0,10000.0,,475000.0
for_sale,4.0,3.0,0.24,Arecibo,Puerto Rico,612.0,3413.0,,200000.0
for_sale,4.0,2.0,0.1,Arecibo,Puerto Rico,612.0,,,84900.0
for_sale,5.0,2.0,0.49,Arecibo,Puerto Rico,612.0,2058.0,,148000.0
for_sale,1.0,1.0,0.14,Arecibo,Puerto Rico,612.0,800.0,,39500.0
for_sale,6.0,3.0,0.45,Arecibo,Puerto Rico,612.0,2900.0,,220000.0
for_sale,3.0,2.0,0.27,Arecibo,Puerto Rico,612.0,1100.0,,75000.0
for_sale,4.0,2.0,0.13,Arecibo,Puerto Rico,612.0,1000.0,,110000.0
for_sale,7.0,4.0,0.49,Arecibo,Puerto Rico,612.0,800.0,,150000.0
for_sale,4.0,2.0,0.09,Arecibo,Puerto Rico,612.0,,,69900.0
for_sale,6.0,3.0,0.09,Arecibo,Puerto Rico,612.0,2472.0,,79000.0
for_sale,3.0,1.0,0.09,Arecibo,Puerto Rico,612.0,1044.0,,65000.0
for_sale,5.0,3.0,0.08,Arecibo,Puerto Rico,612.0,2200.0,,179000.0
for_sale,3.0,2.0,0.86,Arecibo,Puerto Rico,612.0,3500.0,,145000.0
for_sale,3.0,1.0,0.13,Arecibo,Puerto Rico,612.0,1262.0,,79000.0
for_sale,5.0,2.0,0.42,Arecibo,Puerto Rico,612.0,6000.0,,360000.0
for_sale,4.0,3.0,0.46,San Sebastian,Puerto Rico,612.0,2520.0,,179000.0
for_sale,,,0.03,Arecibo,Puerto Rico,612.0,,,50000.0
for_sale,,,0.25,Arecibo,Puerto Rico,612.0,1856.0,,134900.0
for_sale,3.0,1.0,0.08,Arecibo,Puerto Rico,612.0,1009.0,,94600.0
for_sale,,,0.34,Arecibo,Puerto Rico,612.0,,,59900.0
for_sale,7.0,3.0,0.31,Arecibo,Puerto Rico,612.0,2715.0,,239000.0
for_sale,3.0,3.0,0.19,Arecibo,Puerto Rico,612.0,2872.0,,279000.0
for_sale,3.0,1.0,4.89,Arecibo,Puerto Rico,612.0,1028.0,,100000.0
for_sale,,,1.48,Arecibo,Puerto Rico,612.0,,,89000.0
for_sale,4.0,3.0,0.25,Arecibo,Puerto Rico,612.0,1600.0,,168000.0
for_sale,3.0,2.0,0.29,Arecibo,Puerto Rico,612.0,1604.0,,150000.0
for_sale,,,0.26,Arecibo,Puerto Rico,612.0,,,60000.0
for_sale,8.0,2.0,0.13,Arecibo,Puerto Rico,612.0,1500.0,,140000.0
for_sale,2.0,1.0,0.1,Arecibo,Puerto Rico,612.0,680.0,,70000.0
for_sale,3.0,1.0,0.06,Arecibo,Puerto Rico,612.0,750.0,,80000.0
for_sale,5.0,2.0,0.13,Arecibo,Puerto Rico,612.0,1500.0,,135000.0
for_sale,3.0,3.0,0.24,Arecibo,Puerto Rico,612.0,2183.0,,215000.0
for_sale,,,0.17,Camuy,Puerto Rico,612.0,,,42900.0
for_sale,,,0.25,Arecibo,Puerto Rico,612.0,,,49900.0
for_sale,3.0,2.0,0.25,Arecibo,Puerto Rico,612.0,1000.0,,138000.0
for_sale,5.0,4.0,0.2,Arecibo,Puerto Rico,612.0,2832.0,,289000.0
for_sale,3.0,2.0,0.25,Arecibo,Puerto Rico,612.0,1000.0,,132000.0
for_sale,4.0,4.0,0.14,Arecibo,Puerto Rico,612.0,1500.0,,197000.0
for_sale,,,0.71,Arecibo,Puerto Rico,612.0,,,1200000.0
for_sale,2.0,1.0,0.15,Juana Diaz,Puerto Rico,795.0,748.0,,67000.0
for_sale,3.0,2.0,0.08,Ponce,Puerto Rico,731.0,1050.0,,71600.0
for_sale,2.0,1.0,0.09,Ponce,Puerto Rico,730.0,1092.0,,100000.0
for_sale,4.0,2.0,0.09,Arecibo,Puerto Rico,612.0,,,69900.0
for_sale,5.0,3.0,0.07,Manati,Puerto Rico,674.0,1700.0,,185000.0
for_sale,3.0,2.0,13.39,Isabela,Puerto Rico,662.0,1106.0,,89000.0
for_sale,6.0,4.0,0.37,Hatillo,Puerto Rico,659.0,3400.0,,200000.0
for_sale,3.0,2.0,0.29,Arecibo,Puerto Rico,612.0,1604.0,,150000.0
for_sale,4.0,3.0,0.24,Arecibo,Puerto Rico,612.0,3413.0,,200000.0
for_sale,3.0,2.0,0.08,Juana Diaz,Puerto Rico,795.0,1045.0,,150000.0
for_sale,3.0,2.0,0.08,Ponce,Puerto Rico,728.0,1500.0,,105000.0
for_sale,3.0,2.0,0.25,Morovis,Puerto Rico,687.0,2500.0,,210000.0
for_sale,3.0,1.0,0.2,Ciales,Puerto Rico,639.0,2040.0,,50000.0
for_sale,5.0,5.0,0.74,Ponce,Puerto Rico,731.0,2677.0,,649000.0
for_sale,3.0,1.0,0.08,Manati,Puerto Rico,674.0,921.0,,105000.0
for_sale,3.0,1.0,0.07,Manati,Puerto Rico,674.0,800.0,,113600.0
for_sale,3.0,3.0,0.19,Arecibo,Puerto Rico,612.0,2872.0,,279000.0
for_sale,7.0,4.0,0.49,Arecibo,Puerto Rico,612.0,800.0,,150000.0
for_sale,5.0,2.0,0.12,Utuado,Puerto Rico,641.0,1620.0,,79000.0
for_sale,3.0,2.0,0.08,Barceloneta,Puerto Rico,617.0,1195.0,,174900.0
for_sale,,6.0,1.38,Quebradillas,Puerto Rico,678.0,3000.0,,3000000.0
for_sale,4.0,3.0,0.3,Ponce,Puerto Rico,730.0,3000.0,,425000.0
for_sale,5.0,4.0,0.12,Ponce,Puerto Rico,717.0,1600.0,,225000.0
for_sale,3.0,4.0,1.94,Utuado,Puerto Rico,641.0,2500.0,,195000.0
for_sale,3.0,2.0,0.07,Vega Baja,Puerto Rico,693.0,895.0,,134000.0
for_sale,4.0,2.0,0.25,Vega Baja,Puerto Rico,693.0,2038.0,,245000.0
for_sale,4.0,2.0,0.09,Caguas,Puerto Rico,727.0,1100.0,,161000.0
for_sale,3.0,2.0,,Vega Baja,Puerto Rico,693.0,1217.0,,225000.0
for_sale,4.0,2.0,0.22,Manati,Puerto Rico,674.0,2236.0,,290000.0
for_sale,4.0,3.0,0.21,Barceloneta,Puerto Rico,617.0,2961.0,,375000.0
for_sale,6.0,3.0,1.75,Villalba,Puerto Rico,766.0,1943.0,,189000.0
for_sale,3.0,2.0,0.21,Camuy,Puerto Rico,627.0,2400.0,,425000.0
for_sale,5.0,3.0,0.56,Quebradillas,Puerto Rico,678.0,3000.0,,1100000.0
for_sale,5.0,4.0,0.2,Arecibo,Puerto Rico,612.0,2832.0,,289000.0
for_sale,5.0,3.0,0.22,Hatillo,Puerto Rico,659.0,3650.0,,418000.0
for_sale,5.0,3.0,1.46,Morovis,Puerto Rico,687.0,2366.0,,365000.0
for_sale,,,0.2,Hatillo,Puerto Rico,659.0,,,55000.0
for_sale,,,0.21,Hatillo,Puerto Rico,659.0,,,62000.0
for_sale,,,10.68,Hatillo,Puerto Rico,659.0,,,350000.0
for_sale,,,18.45,Hatillo,Puerto Rico,659.0,,,380000.0
for_sale,5.0,2.0,0.16,Quebradillas,Puerto Rico,95000.0,1757.0,,95000.0
for_sale,,,0.29,Camuy,Puerto Rico,627.0,,,64900.0
for_sale,3.0,2.0,0.27,Barceloneta,Puerto Rico,617.0,1150.0,,49900.0
for_sale,3.0,1.0,0.05,Barceloneta,Puerto Rico,617.0,,,70000.0
for_sale,3.0,2.0,0.08,Barceloneta,Puerto Rico,617.0,1195.0,,174900.0
for_sale,2.0,2.0,0.09,Barceloneta,Puerto Rico,617.0,955.0,,90000.0
for_sale,4.0,3.0,0.21,Barceloneta,Puerto Rico,617.0,2961.0,,375000.0
for_sale,3.0,2.0,0.08,Barceloneta,Puerto Rico,617.0,1015.0,,111000.0
for_sale,3.0,2.0,0.09,Barceloneta,Puerto Rico,617.0,1105.0,,114400.0
for_sale,3.0,2.0,0.14,Barceloneta,Puerto Rico,617.0,955.0,,113500.0
for_sale,2.0,1.0,0.08,Dorado,Puerto Rico,646.0,700.0,,59200.0
for_sale,3.0,1.0,0.07,Toa Baja,Puerto Rico,949.0,950.0,,63800.0
for_sale,3.0,2.0,0.09,Toa Alta,Puerto Rico,953.0,1000.0,,45000.0
for_sale,5.0,3.0,0.07,Manati,Puerto Rico,674.0,1700.0,,185000.0
for_sale,2.0,2.0,0.11,Dorado,Puerto Rico,646.0,800.0,,55000.0
for_sale,6.0,2.0,0.05,Mayaguez,Puerto Rico,680.0,,,65000.0
